Name;ID;Status;Pedigree;Source;Center;Release Year;Agroecology;Region_1;Region_2;Region_3;Longitude;Latitude;Genetic cluster;Altitude;bio1;bio2;bio3;bio4;bio5;bio6;bio7;bio8;bio9;bio10;bio11;bio12;bio13;bio14;bio15;bio16;bio17;bio18;bio19;DH;DH.Adet;DH.Akaki;DM;DM.Adet;DM.Akaki;PH;PH.Adet;PH.Akaki;PL.x;PL.Adet;PL.Akaki;PBPM;PBPM.Adet;PBPM.Akaki;TT;TT.Adet;TT.Akaki;CLF;CLF.Adet;CLF.Akaki;CDF;CDF.Adet;CDF.Akaki;PW;PW.Adet;PW.Akaki;PY;PY.Adet;PY.Akaki;GY;GY.Adet;GY.Akaki;BY;BY.Adet;BY.Akaki;HI;HI.Adet;HI.Akaki;GFP;GFP.Adet;GFP.Akaki;GFR;GFR.Adet;GFR.Akaki;BPR;BPR.Adet;BPR.Akaki;PA;PA.Adet;PA.Akaki;PA.M;PA.W;PA.Adet.M;PA.Adet.W;PA.Akaki.M;PA.Akaki.W;OA;OA.Adet;OA.Akaki;OA.M;OA.W;OA.Adet.M;OA.Adet.W;OA.Akaki.M;OA.Akaki.W;lat;lon;DMSlat;DMSlon;altitude;Edate;Hdate;Mdate;GfilP;PL.y;NV;NVc;Plc;Gfpc;PCMdate;SBP;Ptype;SC;PCHdate;Edatec;Hdatec;Mdatec
243501;T_114;landrace;NA;EBI;NA;NA;SM4;Amhara;Semen Wello;Dawuntna Delant;39.23333333;11.56666667;3;2762;13;15.6;0.75;11.55;23;2.4;20.6;13.6;11.5;14.3;11.3;1028;320;9;116;702;34;400;51;48.75482942;48.53484236;48.99057907;114.8132093;113.6210712;113.4015022;73.36510943;77.83998198;67.90952111;28.48955521;29.55100338;26.28101128;23.11899073;24.51118024;21.71328873;7.282316437;7.463940412;6.467868457;4.54995876;5.905147264;5.185156125;2.042238535;2.859387307;1.695497168;2.20488721;2.244552382;2.152744119;1.431120752;1.475969138;1.4154669;1346.032275;1709.579422;980.7749874;6874.265546;8755.537128;5055.048448;0.198817052;0.198841935;0.198571517;65.366052;63.02782016;63.42808886;21.02455508;26.84055563;15.48196233;60.59165801;78.92869955;45.82471127;2.923959394;2.544433735;3.268667827;2.8646507;2.935372221;2.913875239;2.444698177;2.96943839;3.477885646;3.336367037;3.310988046;3.384895366;3.254001993;3.414757174;3.329508945;3.172632124;2.846678717;3.752336067;11.56666667;39.23333333;11 34.00;39 14.00;2762;5;48;99;51;14;3;2;1;3;4;1;2;2;6;1;3;3
243502;T_132;landrace;NA;EBI;NA;NA;M3;Amhara;Debub Wollo;Ambasel;39.48333333;11.26666667;3;2246;16.6;15.3;0.72;13.79;26.9;5.8;21.1;17.6;14.7;18.2;14.7;1100;273;19;92;664;81;369;81;43.35918368;43.28122758;43.68341009;87.86616328;88.53156645;88.58619476;66.66851788;76.13463844;49.739591;25.40957636;25.57380523;21.40954212;21.06863664;18.46681487;22.14326169;6.298983717;5.352697872;4.559520059;4.299586937;6.071344726;3.054821058;1.932053823;1.611644473;1.762495531;2.20488721;2.244552382;2.152744119;1.38242859;1.213086988;1.461140575;1123.866982;1428.836341;814.7716556;5693.745235;7640.583082;4086.43951;0.204221633;0.195425387;0.213869908;44.54763462;45.26820797;44.7296651;25.25878676;32.06518229;18.61290975;64.6170827;85.93816961;45.82471127;2.772512107;2.764640676;2.471441473;2.760394177;2.873001319;2.996284933;2.732648863;2.714061033;3.063097263;2.507160802;2.33095621;2.813761365;2.232675012;2.858197898;2.252926165;2.614945908;2.316696793;3.319470435;11.26666667;39.48333333;11 16.00;39 29.00;2246;5;44;80;36;15;4;3;1;1;3;2;1;2;3;1;2;1
243515;T_389;landrace;NA;EBI;NA;NA;SM2;Tigray;Mehakelegnaw;Degua Temben;39.11666667;13.63333333;4;2306;17.6;15.6;0.72;13.51;27.8;6.4;21.4;17.8;16;19.5;16;667;217;2;133;498;9;134;9;44.5854668;44.71403161;44.64834991;94.6029248;94.80394263;94.79002161;64.04811249;74.24493345;43.83436372;24.38291674;24.24807251;19.78571907;20.97817984;21.53039732;18.70347807;6.51408775;5.154768884;5.573330145;4.090312865;5.096619069;2.330507135;1.991994306;2.57580939;1.437074914;1.887647012;2.244552382;1.004829877;1.109959684;0.876413358;0.593340753;950.564815;1313.328045;580.8252304;5151.86409;7152.788074;3618.832569;0.184404837;0.192008839;0.175623929;49.86789684;49.60944651;49.71591144;19.1175347;26.67756901;11.84453812;54.6905956;76.08831271;38.60296387;2.417276747;2.261310525;2.036590735;2.35893134;2.587647244;2.543031613;2.444698177;2.560834619;2.855703072;1.937262225;2.068447682;1.671493364;1.722011183;2.367631493;1.894065238;2.575111179;1.433393585;2.330063275;13.63333333;39.11666667;13 38.00;39 07.00;2306;8;45;95;50;14;2;1;1;3;4;1;3;3;6;3;2;2
243518;T_390;landrace;NA;EBI;NA;NA;SM3;Tigray;Mehakelegnaw;Kola Temben;39;13.61666667;1;1847;21.9;16.5;0.72;15.52;33.2;10.5;22.7;21.1;21;24;20.3;708;258;3;140;560;16;75;517;44.5854668;44.71403161;44.64834991;97.00891105;97.04407699;97.00567406;74.98945429;91.02182657;59.73305256;29.86821241;36.35643133;23.8452767;25.59147655;29.23075321;23.86315349;7.989086829;9.179324975;7.660586206;4.084905266;4.108417943;3.225247863;1.906931708;1.521844799;1.580642833;2.021864019;1.976147784;1.755389189;1.383464594;1.402177658;1.278445875;1512.470151;1876.34722;1149.099299;7706.439332;9556.917926;5723.053783;0.200618579;0.198841935;0.202396114;52.18105432;51.58273675;51.79351408;29.08206249;36.12173817;22.11220393;79.39372679;98.23457821;58.87331532;3.103401251;3.032034818;3.159955143;3.152150957;3.051610766;3.387730983;2.675058725;2.918362919;3.443319948;3.283033322;3.275986909;3.297028597;2.998670659;3.581597669;2.842483402;3.849822529;3.464990962;3.19579454;13.61666667;39;13 37.00;39 00.00;1847;5;43;93;50;29;3;2;2;3;4;3;2;3;5;2;2;2
243524;T_391;landrace;NA;EBI;NA;NA;SM3;Tigray;Mehakelegnaw;Adwa;38.9;14.21666667;1;2045;18.6;16;0.69;15.42;29.6;6.7;22.9;18.1;16.9;20.8;16.9;650;206;1;127;476;7;72;15;43.11392706;43.28122758;43.20094019;92.19693854;92.56380828;92.57436916;68.4001308;82.72556074;48.37684624;26.87623295;28.66718157;22.62740941;22.27472728;20.12280538;23.86315349;8.096638845;10.03701726;7.302770881;4.436399186;7.117939555;3.140034461;1.971720319;2.055916543;1.743353141;2.701490136;4.154698439;2.064443024;1.741921785;2.997918427;1.278445875;1788.081635;2152.505036;1427.834612;7396.7923;9347.859339;5389.051116;0.236649118;0.222757772;0.252115887;48.94263384;48.82013041;48.88487038;36.67782162;44.04469887;29.20287898;80.04940039;100.3867481;57.89186864;2.928887058;2.890473214;2.797579527;3.116004232;2.749312116;3.42893583;2.358312971;2.816211976;3.235925756;4.078694977;4.011010786;4.219629674;3.892331949;4.157520696;3.688369872;4.208335096;4.259963849;3.93784991;14.21666667;38.9;14 13.00;38 54.00;2045;5;43;92;49;15;3;2;1;2;4;1;2;3;6;1;2;2
243527;T_440;landrace;NA;EBI;NA;NA;M2;Tigray;Semien Mi'irabaw;Tselemti;38.13333333;13.56666667;1;1382;24;17.2;0.69;20.89;37.1;12.5;24.6;23;23.2;27;22;804;251;2;130;608;8;74;586;51.45265229;51.87805176;50.92045869;98.93370006;98.83618447;98.77819601;73.48770149;89.27039268;57.00756304;28.84155279;30.61158955;26.28101128;24.77736536;24.92517787;26.01301825;7.051847831;5.682579519;7.183499106;4.128166056;4.108417943;3.566101474;1.996401695;2.348947057;1.714639558;2.253693395;2.64715928;1.93199138;1.348240476;1.475969138;1.050077501;1449.482205;1652.972738;1247.154905;6622.679364;7954.164691;5389.051116;0.218633849;0.20909158;0.2291683;47.55473935;47.24149821;48.05382932;30.5388783;35.17551029;25.97984487;67.08671044;81.19623527;54.60749984;2.994020933;2.575891869;3.449855635;2.779220614;3.169892571;2.810863121;2.646263657;2.943900655;3.685279838;3.248161517;2.90847497;3.868162597;3.105059002;3.292570395;2.893749248;2.933623746;3.729981924;3.814174015;13.56666667;38.13333333;13 34.00;38 08.00;1382;8;56;100;44;29;4;3;2;2;4;3;3;5;5;3;3;3
243543;T_72;landrace;NA;EBI;NA;NA;M3;Amhara;Semen Gondar;Gondar Zuria;37.55;12.31666667;1;1843;20.8;14.7;0.77;12.62;30.7;11.7;19;19.4;20.6;22.5;19.3;1049;316;2;123;768;10;94;729;38.94456444;38.9828155;39.34118093;84.97897977;85.84340522;85.92741182;66.04023355;72.40131882;51.55658401;23.7962541;19.82896346;22.22145365;21.40031156;19.37760965;22.14326169;7.620337059;8.71749067;6.646776119;4.052459674;4.467763807;2.628754045;1.975686969;2.060642841;1.78163792;2.119476388;2.155084183;1.93199138;1.306800339;1.199251086;1.141424851;1149.061244;1538.992865;754.5466308;5267.981147;7257.319458;3719.029762;0.216832322;0.215924676;0.217694506;45.93552911;46.45218212;45.97622668;24.92632801;33.45056856;16.54095925;61.75222313;84.02070958;42.8417316;2.509923514;2.009645449;2.688866843;2.433316617;2.575119409;2.440019495;2.127952422;2.79067424;3.166794359;2.519709819;2.470960758;2.594094442;2.317785424;2.825240492;2.432356628;2.654780638;2.05170583;3.19579454;12.31666667;37.55;12 19.00;37 33.00;1843;8;38;84;46;23;2;1;2;2;3;2;2;3;3;3;1;1
243545;T_120;landrace;NA;EBI;NA;NA;M3;Amhara;Debub Gondar;Kemekem;37.81666667;12.11666667;1;1985;19.7;15.6;0.78;10.77;30.1;10.2;19.9;18.4;20.3;21.2;18.4;1026;336;1;132;769;8;60;769;54.39573179;56.65406518;51.88539851;100.3772918;100.6282919;99.66445699;78.51397616;109.9188765;51.55658401;31.92153164;39.00789676;27.0929228;22.54609767;21.28199874;23.43318054;7.174764421;7.463940412;6.050417245;4.339062408;7.387448953;2.117473629;1.962905542;2.112632126;1.590214028;2.461119678;3.183968476;2.152744119;1.5658012;2.628961024;0.867382802;1475.823952;1839.628378;1112.037745;6963.287848;8776.442568;5188.648714;0.211427741;0.20909158;0.213869908;46.16684486;44.87354992;48.05382932;33.05771514;42.19751718;23.86185102;69.4261173;87.69252619;52.25434619;3.402939577;3.614010305;3.304905389;3.491779475;3.342042018;3.820381879;3.135779823;2.994976126;3.477885646;3.317905126;3.643498848;2.725894596;3.50933352;3.166588923;3.714002796;3.331971043;2.581687755;3.010280698;12.11666667;37.81666667;12 07.00;37 49.00;1985;6;48;97;49;40;4;3;3;2;4;3;2;3;6;2;3;3
243552;T_6;landrace;NA;EBI;NA;NA;SH3;Amhara;Agew Awi;Banja;36.86666667;10.95;6;2502;15;14.3;0.73;8.3;24.7;5.2;19.5;14.4;14.5;16.2;14.3;1927;422;24;84;1077;97;279;121;44.5854668;44.71403161;44.64834991;92.67813579;93.01183515;93.01749965;65.61116132;80.78976538;42.01737071;27.55089499;32.46761536;21.00358636;19.53087107;19.62600823;16.55361332;7.558878764;8.915419658;6.229324907;4.047052075;4.872027904;2.202687031;2.005657211;2.722324647;1.437074914;2.253693395;2.55769108;2.020292476;1.348240476;1.568208489;0.958730151;1363.594966;1812.089247;912.831894;6700.089961;8546.482721;4954.847247;0.202420106;0.212508128;0.190922321;48.01737085;48.03081431;48.05382932;28.47717225;37.83309768;19.16542989;72.23614702;91.69054969;53.12373794;2.758084411;2.937660415;2.181540981;2.904813682;2.727950802;3.305321288;2.617468588;2.611910091;2.924834469;3.410575515;3.643498848;2.989494904;3.402945372;3.46328364;3.560205255;3.570979421;2.670018076;3.319470435;10.95;36.86666667;10 57.00;36 52.00;2502;9;45;93;48;23;2;1;2;2;3;2;2;2;3;3;2;2
244793;T_340;landrace;NA;EBI;NA;NA;SH2;SNNP;Kembata Tembaro;Kacha Bira;37.63333333;7.216666667;5;1642;20.7;14.9;0.76;9.12;30.7;11.2;19.5;19.5;20.8;21.9;19.5;1252;198;19;57;539;90;257;526;55.13150166;56.65406518;53.33280823;98.93370006;99.28421134;98.33506552;75.87824676;97.38229705;56.09906654;29.80954614;36.17966696;23.8452767;23.23959979;22.7723902;23.86315349;8.219555435;10.10299359;7.720222093;4.193057242;4.96186437;3.267854565;2.006097949;2.504914911;1.661997987;2.253693395;2.870829778;1.711238641;1.441480786;1.891046217;1.050077501;1938.024141;2365.777246;1515.855802;10377.12931;12065.56662;7927.480206;0.195213998;0.198841935;0.190922321;44.08500312;43.68957578;45.56070616;44.7722689;55.52620078;33.66908339;104.3093236;120.209784;79.66916579;3.234087488;3.330887096;3.159955143;3.221599507;3.288834814;3.490743101;3.078189686;2.918362919;3.443319948;4.339692257;4.273519314;4.483229982;4.105108392;4.454215413;3.919066182;4.447343474;4.34829417;4.247039647;7.216666667;37.63333333;07 13.00;37 38.00;1642;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
244795;T_353;landrace;NA;EBI;NA;NA;H3;SNNP;Sidama;Bensa;38.83333333;6.5;5;1889;18.3;15;0.76;7.23;27.7;8.2;19.5;18.1;17.7;19.2;17.3;1248;177;24;51;444;97;435;111;54.39573179;54.26605847;54.29774804;99.89609456;99.73223821;99.66445699;80.50609721;104.3880326;62.91279033;32.00953103;40.15686512;26.28101128;26.49604453;29.23075321;26.4429912;8.580622918;11.98331897;7.422042656;4.284986421;5.950065497;3.054821058;1.977009185;2.240242189;1.614142014;2.583135139;3.810245872;1.976141928;1.809262009;2.905679076;1.666672111;1959.402617;2392.554461;1532.070232;8596.669323;10462.81757;6391.063126;0.227641484;0.222757772;0.232992898;45.70421336;46.05752407;45.97622668;43.18154609;52.45209203;33.62304005;85.90477126;104.4245529;63.87328383;3.511166967;3.629739373;3.631043443;3.599466577;3.402369661;3.861586727;3.106984754;3.122664805;3.61614844;4.103913811;4.098513629;4.131762905;4.062553161;4.015970165;3.842167412;4.168500366;4.43662449;3.69049812;6.5;38.83333333;06 30.00;38 50.00;1889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
244818;T_255;landrace;NA;EBI;NA;NA;SH3;Oromia;Misraq Wellega;Bila Seyo;36.98333333;9.166666667;6;1862;18.6;14.4;0.75;10.73;28.6;9.5;19.1;17.6;18.8;20.1;17.4;1448;313;12;85;810;45;285;775;44.5854668;44.71403161;44.64834991;92.19693854;92.56380828;92.57436916;74.49908603;89.08603121;60.18730081;30.6895401;37.94731059;24.65718822;25.89299921;27.57476269;26.4429912;8.40393032;11.42252017;7.243134993;4.268763624;5.725474332;3.140034461;2.04047558;2.585261987;1.953919423;2.095073295;2.915563878;1.093130972;1.534721096;2.675080699;0.684688102;1458.265841;2183.1056;729.8404725;7435.498759;9347.859339;5455.853252;0.189809417;0.226174321;0.148851744;47.55473935;47.63615626;47.6383088;30.72819509;45.86924354;15.48196233;80.32811878;100.2594478;58.48691899;3.120932434;2.96911855;3.304905389;3.211893449;2.988579425;3.42893583;2.502288314;2.96943839;3.512451345;3.342882362;4.116014198;1.935093672;3.339112018;3.55646382;3.714002796;4.407508745;1.875045189;2.391901223;9.166666667;36.98333333;09 10.00;36 59.00;1862;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
244827;T_256;landrace;NA;EBI;NA;NA;SH4;Oromia;Horo Guduru;Jimma Horo;37.1;9.566666667;6;2554;15;14.4;0.77;7.33;24.5;5.9;18.6;14.3;14.8;16;14.3;1788;396;17;88;1031;66;335;1031;44.5854668;44.71403161;44.64834991;95.08412205;95.2519695;95.2331521;69.84058756;79.68359661;55.64481829;27.02289861;28.22527066;23.43932094;21.40031156;21.03360017;20.42336988;7.558878764;9.311277634;5.871509582;4.101128062;3.524480914;3.906955085;1.967753669;1.819601612;1.939562631;2.148760098;2.486116521;1.711238641;1.337880442;2.029405243;0.456319728;1556.752502;1920.71735;1193.883554;6661.385824;8616.168917;4821.246982;0.229443011;0.219341224;0.240642094;50.33052833;50.00410456;50.13143196;30.97292168;38.24509164;23.72372099;70.05437598;90.43345971;50.65466539;3.03650639;2.827556945;3.232430266;2.987566263;3.07092882;3.119899475;2.675058725;2.943900655;3.477885646;3.69401638;3.941008512;3.253095212;3.615722202;3.779420165;3.585838179;4.208335096;3.464990962;3.133956593;9.566666667;37.1;09 34.00;37 06.00;2554;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
244828;T_257;landrace;NA;EBI;NA;NA;M3;Oromia;Horo Guduru;Jimma Horo;37.16666667;9.333333333;6;2233;16.5;14.9;0.76;8.48;26.5;7.1;19.4;15.9;16.5;17.7;15.7;1467;344;9;91;848;40;272;842;53.16944867;53.78845713;52.36786841;98.93370006;98.83618447;98.77819601;83.72413892;115.4497204;61.55004557;33.4468545;40.95230475;29.52865738;26.04376054;27.57476269;26.87296415;7.958357682;9.443230293;7.302770881;4.474252378;7.522203652;3.054821058;2.121571528;2.802671723;2.614331852;2.42451504;3.005032077;2.196894667;1.648681475;2.444482322;1.4154669;1739.218509;2103.54505;1378.417663;8751.492839;10532.50376;6591.465528;0.202420106;0.198841935;0.206220712;45.93552911;45.66286602;46.80726774;38.11847624;46.46233374;29.61726908;88.315;106.0237623;66.39645186;3.721351585;3.724113776;4.174606866;3.717612809;3.651461106;3.799779456;3.366140371;3.378042162;3.788976933;3.690155504;3.38099032;4.263563059;3.126336835;4.194350853;2.816850478;4.128665637;4.083303207;4.123363752;9.333333333;37.16666667;09 20.00;37 10.00;2233;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
244847;T_259;landrace;NA;EBI;NA;NA;SH3;Oromia;Horo Guduru;Amuru Jarte;37.16;9.8265;6;2468;15.3;14.4;0.76;8.37;25;6.1;18.9;14.5;15.1;16.5;14.5;1658;375;14;91;975;56;288;125;46.5475198;46.62443698;46.57822953;103.2644753;102.8684263;102.7663704;74.98945429;97.01357412;53.82782528;29.89754554;36.0029026;24.25123246;23.87279738;26.16717076;22.14326169;8.065909698;9.443230293;7.720222093;4.701371526;6.174656662;6.122503555;1.98670544;2.500188612;1.456217303;2.241491849;2.60242518;1.93199138;1.431120752;2.121644594;0.776035452;1677.378048;2041.582006;1315.876291;6971.032856;8894.909519;5088.451521;0.238450645;0.226174321;0.252115887;56.3447378;55.13465919;55.53319883;29.85779959;36.42054697;23.35537423;67.7172537;87.08785;49.95142407;3.286617845;3.425261499;3.196192704;3.346606897;3.257319144;3.676164914;2.99180448;2.918362919;3.477885646;3.816249674;3.818504533;3.824229212;3.637000083;3.936461697;3.483306485;4.088830907;3.906642566;3.628660172;9.8265;37.16;09 49.59;37 09.60;2468;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
244852;T_260;landrace;NA;EBI;NA;NA;SH3;Oromia;Horo Guduru;Amuru Jarte;37.16;9.8265;6;2468;15.3;14.4;0.76;8.37;25;6.1;18.9;14.5;15.1;16.5;14.5;1658;375;14;91;975;56;288;125;57.58406791;65.25088936;49.47304897;108.0764478;108.2447487;106.3114143;73.15057331;96.55267046;48.8310945;29.98554493;36.26804915;24.25123246;25.56132428;27.07796554;26.01301825;8.15809714;9.971040928;7.600950318;4.101128062;4.557600273;2.927000954;2.014031249;2.26859998;1.987418604;2.473321224;3.139234376;2.241045215;1.690121613;2.76732005;1.278445875;1834.269589;2178.511155;1495.008678;7938.671122;9800.809159;5890.057121;0.229443011;0.215924676;0.244466692;50.56184408;44.47889187;56.36423988;38.79493747;51.18441832;26.16401824;73.96785639;91.66668089;56.07580589;3.089644805;3.000576684;3.159955143;3.126463363;3.049237286;3.325923712;2.703853794;2.943900655;3.408754249;3.862584868;3.818504533;3.956029366;3.679555604;3.953928103;3.406407715;4.208335096;4.34829417;3.504984277;9.8265;37.16;09 49.59;37 09.60;2468;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
244885;T_269;landrace;NA;EBI;NA;NA;SH3;Oromia;Ilubabor;Gechi;36.65983333;8.326666667;5;1816;19.8;15.1;0.75;9.4;30;10.1;19.9;19.1;19.8;21.2;18.9;1962;377;15;78;1024;74;230;996;53.41470529;53.78845713;52.85033832;105.6704616;105.5565875;104.5388924;82.34497819;100.7008034;71.99775538;30.6895401;36.17966696;26.28101128;24.3853859;25.09077692;24.72309939;7.051847831;8.651514341;4.499884171;4.182242044;4.333009108;3.779134981;2.001249822;2.386757446;1.728996349;2.363507309;3.094500277;1.887840833;1.47256089;2.490601998;0.593340753;1440.322946;2001.801731;876.5440002;7203.264646;9103.963925;5288.849915;0.198817052;0.219341224;0.175623929;52.18105432;51.58273675;51.79351408;27.75915368;38.55295525;17.0013927;68.41861884;87.0997844;51.12606891;3.356071325;3.378074297;3.486093196;3.375139391;3.327470923;3.552550372;3.078189686;3.097127069;3.512451345;3.251901594;3.660999416;2.506227673;3.12633606;3.496319104;3.226977252;4.128665637;2.670018076;2.639253013;8.326666667;36.65983333;08 19.60;36 39.59;1816;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15340_a;T_291;landrace;NA;EBI;NA;NA;SH3;Oromia;Mirab Shewa;Walmara;38.43333333;8.9;3;2064;18;15;0.76;10.73;27.9;8.2;19.7;17.3;17.2;19.6;17;1041;246;7;93;618;28;211;617;53.41470529;57.13166653;49.47304897;99.89609456;100.1802651;99.2213265;79.18823251;95.35432095;67.90952111;30.6895401;32.64437972;29.52865738;24.53614723;23.84878404;26.4429912;7.589607912;6.870153448;8.197309192;4.230910433;4.108417943;4.3756288;2.010064599;2.320589265;1.891706658;2.473321224;3.094500277;2.285195763;1.524361062;2.444482322;0.867382802;1538.429402;1867.934015;1210.097984;7570.967884;9382.700346;5656.255654;0.20602316;0.202258483;0.21004531;46.62947635;44.08423382;49.71591144;33.90502323;43.49688273;24.23019778;75.73383442;93.79498196;56.99542916;3.126594538;2.827556945;3.522330758;3.12855519;3.053654026;3.305321288;2.415903108;2.96943839;3.719845536;3.692689155;3.818504533;3.472762135;3.849776283;3.46715639;3.842167412;3.531144691;3.553321283;3.381308382;8.9;38.43333333;08 54.00;38 26.00;2064;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
15340_b;T_302;landrace;NA;EBI;NA;NA;SH3;Oromia;Mirab Shewa;Walmara;38.43333333;8.9;4;2064;18;15;0.76;10.73;27.9;8.2;19.7;17.3;17.2;19.6;17;1041;246;7;93;618;28;211;617;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.9;38.43333333;08 54.00;38 26.00;2064;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Abola;T_480;breeding_material;RIL-7;Hybridization ;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61.01766065;64.77328801;56.71009757;101.3396863;101.9723726;100.1075875;81.88525794;91.48273023;79.71997568;33.76951895;39.2730433;31.96439196;23.17929526;22.19279353;24.29312644;8.173461714;10.49885156;7.183499106;4.166019248;4.108417943;3.864348384;2.099534586;2.471830821;2.710043798;2.497724317;3.139234376;2.329346311;1.783361923;2.582841348;1.872203648;2031.167327;2496.592708;1572.21716;9796.546347;11508.0896;7459.877273;0.207824687;0.212508128;0.202396114;40.84658264;39.34833724;44.31414457;52.75589658;68.64662371;36.24751068;96.90500955;112.7308943;74.41031174;3.372323198;3.440990566;3.449855635;3.519558895;3.199034762;3.861586727;2.761443931;2.994976126;3.61614844;4.074350906;4.221017609;3.824229212;4.083830462;3.99075826;4.047230799;4.128665637;3.818312245;3.69049812;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
acc 225931;T_493;breeding_material;Candidate  genotype two /Elite line 2;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61.26291728;61.43007861;60.56985682;101.8208836;102.4203994;100.550718;75.90889477;100.2398997;53.37357702;29.98554493;40.6871582;20.19167483;25.47086748;28.07155985;24.72309939;7.374503879;9.245301305;5.215514821;4.54995876;7.34253072;3.821741682;2.02504972;2.571083091;1.800780309;2.192685664;2.55769108;1.799539737;1.420760718;1.937165892;0.913056477;1761.361975;2125.73241;1400.812106;8519.258727;10323.44936;6391.063126;0.207824687;0.202258483;0.213869908;41.07789838;42.50560163;41.40550088;43.09150517;51.18894572;34.72808031;83.43514351;100.6453267;63.36710464;3.082032142;3.472448701;2.471441473;3.315982577;2.957724193;3.820381879;2.876624206;2.714061033;3.063097263;4.217579762;4.20351704;4.263563059;3.956164771;4.3960461;3.816534489;4.447343474;4.083303207;4.123363752;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
acc 236959-3 ;T_495;breeding_material;Candidate genotype  foure/ Elite line 4;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60.03663416;61.43007861;58.15750729;106.1516588;106.4526413;104.5388924;83.72413892;113.1452021;63.82128683;34.50284725;45.90170689;27.90483433;26.04376054;27.16076507;27.3029371;7.78934737;8.321632694;7.660586206;4.441806785;7.612040118;2.713967447;2.040034841;2.764861335;1.767281128;2.387910402;3.183968476;1.887840833;1.596881303;2.213883945;1.4154669;1879.999465;2273.980142;1491.145011;7667.732872;9556.913745;5656.255654;0.242053699;0.229590869;0.255940485;46.3981606;46.05752407;47.22278827;40.87742219;49.83525129;31.68921958;72.34809129;90.46926291;54.49930887;3.539351109;3.488177768;3.920943935;3.538385332;3.479641878;3.676164914;3.106984754;3.224815747;3.754411235;4.091364794;3.958509081;4.351429828;3.913609686;4.136181541;3.662736949;4.128665637;4.43662449;3.999687857;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
acc 237124-2;T_494;breeding_material;Candidate genotype three/ Elite line 3;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;45.81174993;46.14683564;45.61328972;98.93370006;98.83618447;98.77819601;78.33008806;98.76500802;62.00429382;32.21486296;39.44980767;27.49887857;23.63157925;25.91877218;21.71328873;8.511482336;11.22459119;7.839493868;4.393138396;5.815310798;4.034775189;2.012268293;2.37257855;1.862993074;2.396451484;3.081080047;2.020292476;1.555441165;2.029405243;1.4154669;1820.451681;2229.614602;1415.479216;8016.084041;9905.340543;5923.456185;0.22403843;0.219341224;0.2291683;52.87500157;51.9773948;52.62455513;34.55839704;42.37861342;26.67049503;81.02491477;100.0128036;59.90499352;3.514941704;3.535364969;3.775993689;3.561981099;3.424061194;3.758574608;3.078189686;3.173740276;3.685279838;3.974802795;3.993510218;3.956029366;3.743388377;4.142029695;3.560205255;4.367674015;4.083303207;3.69049812;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
