Accession;Region;Zone;District;Locality;Lat;Long;Edate;Hdate;Mdate;GfilP;PL;Ptype;SC
55017;Oromiya;Bale;GINIR;Beber 9km. ginir to goro;07-05-00-N;40-48-00-E;7;46;97;51;33;3;1
55019;Oromiya;Bale;GASERANA GOLOLCHA;Dogana 17km. Jara to shekhusen.;07-30-00-N;40-37-00-E;7;49;96;47;32;3;3
55025;Amara;West Gojam;DEGA DAMOT;Shembe 13km. Jiga to kwarit;10-44-00-N;37-23-00-E;5;55;100;45;23;3;4
55026;Amara;West Gojam;DEGA DAMOT;Fereda 20km. finote selam;10-47-00-N;37-06-00-E;5;51;96;45;26;2;2
55028;Amara;West Gojam;SEKELA;Gunole 15km. Tilile-Sekela junction to sekela;10-53-00-N;37-12-00-E;8;43;105;62;27;1;3
55029;Amara;West Gojam;SEKELA;Gish abay 31km. Tilile-Sekela junction to sekela;10-59-00-N;37-13-00-E;5;46;95;49;18;2;2
55032;Amara;South Gondar;FOGERA;Zakena mariam 1km. woreta to debre tabor;11-57-00-N;37-42-00-E;7;43;94;51;24;3;3
55033;Amara;South Gondar;FOGERA;Arba amba kidane mihret 9km. woreta to debre tabor;11-59-00-N;37-46-00-E;7;44;92;48;29;2;2
55035;Amara;South Gondar;ESTE;Sholekt 10km. Iste to mikrie;11-35-00-N;38-05-00-E;8;50;96;46;25;2;2
55036;Amara;Bahir Dar special;BAHIR DAR;Kachira 32km. bahir dar to tis abay;11-29-00-N;37-36-00-E;7;45;95;50;23;3;2
55042;Amara;East Gojam;HULET EJ ENESE;dewel 2km. N.E. of mota;11-05-00-N;37-53-00-E;7;50;99;49;40;4;4
55043;Amara;East Gojam;HULET EJ ENESE;Zengoha 6km. keranyo to sedie;10-56-00-N;37-55-00-E;9;48;97;49;23;2;4
55045;Amara;East Gojam;HULET EJ ENESE;Ken charit mariam 10km. mota to abaye river;10-05-00-N;37-49-00-E;5;51;96;45;19;1;4
55047;Amara;East Gojam;GONCHA SISO ENESE;Yiskla 6km. gude weyn to dejen;10-54-00-N;37-57-00-E;7;44;94;50;24;1;3
55057;Amara;East Gojam;AWABEL;Eneri 7km. wegel to dejen;10-14-00-N;38-03-00-E;7;44;94;50;39;1;4
55058;Amara;East Gojam;DEJEN;Tik 11km. wegel to dejen;10-14-00-N;38-06-00-E;7;51;96;45;21;3;5
55061;Amara;East Gojam;DEJEN;22km. Dejen to bichena;10-17-00-N;38-08-00-E;8;56;96;40;46;3;3
55063;Amara;East Gojam;SHEBEL BERENTA;berenta 14km. bichena to berenta;10-26-00-N;38-20-00-E;7;48;98;50;46;5;4
55064;Amara;East Gojam;ENEMAY;Geda iyasu, 30km. bichena;10-31-00-N;38-25-00-E;5;54;100;46;18;5;4
55065;Amara;East Gojam;ENARJ ENAWGA;Goba bete meskel 24km. bichena to diha;10-35-00-N;38-10-00-E;5;52;99;47;42;5;2
55067;Amara;East Gojam;ENARJ ENAWGA;Fenteriya 39km. bichena to gedeb;10-35-00-N;38-16-00-E;7;55;97;42;25;3;2
55088;Oromiya;West Shewa;AMBO;Gosu 1km. N.E. of Ambo;08-59-00-N;37-50-00-E;5;44;95;51;18;2;3
55090;Oromiya;West Shewa;JELDU;Bosshu 46km. Ginchi to kachisi;09-22-00-N;38-03-00-E;5;45;95;50;42;2;2
55097;Amara;NA;NA;NA;12-15-00-N;36-56-00-E;7;54;98;44;23;2;3
55100;Oromiya;West Harerge;CHIRO;16km. Asebe teferi to Jifara;09-04-00-N;40-46-00-E;7;43;95;52;40;3;3
55101;Amara;South Wolo;DESSIE ZURIA;3km. Dese to kutaber;11-09-00-N;39-38-00-E;7;48;93;45;40;3;3
55123;Oromiya;West Harerge;CHIRO;Dejmach near wereilu;09-09-00-N;41-02-00-E;5;49;96;47;30;2;3
55151;Oromiya;West Harerge;KOMBOLCHA;Harer;09-21-00-N;42-08-00-E;7;45;95;50;40;3;3
55163;SNNPR;NA;NA;Shewa gimira;07-01-00-N;35-50-00-E;5;45;95;50;38;2;2
55198;Amara;East Gojam;GUZAMN;11km. Debre markos to dejen;10-18-00-N;37-46-00-E;5;48;94;46;36;2;3
55199;Amara;East Gojam;GUZAMN;11km. Debre markos to dejen;10-18-00-N;37-46-00-E;7;48;93;45;27;3;4
55201;Amara;East Gojam;AWABEL;18km. Debre markos to Dejen;10-16-00-N;37-47-00-E;7;49;98;49;40;5;4
55206;Amara;East Gojam;DEJEN;50km. Debre markos to Dejen;10-13-00-N;38-02-00-E;7;51;98;47;20;5;4
55210;Amara;East Gojam;DEJEN;57km. Debre markos to Dejen;10-15-00-N;38-06-00-E;7;45;94;49;37;3;4
55213;Amara;East Gojam;DEJEN;Zemetin mariam, 4km. Dejen to Debre markos;10-11-00-N;38-09-00-E;5;52;96;44;38;4;3
55222;Amara;East Gojam;ENEMAY;Wiura rufael, 14km. Bichena to mota;10-33-00-N;38-09-00-E;8;56;98;42;29;3;3
55228;Amara;East Gojam;ENBISE SAR MIDIR;35km. Debre work to mota;10-50-00-N;38-05-00-E;7;45;95;50;33;2;2
55232;Amara;East Gojam;HULET EJ ENESE;1km. Mota to bahir dar;11-03-00-N;37-05-00-E;8;51;98;47;25;3;4
55233;Amara;East Gojam;HULET EJ ENESE;2km. Mota to bahir dar;11-02-00-N;37-07-00-E;8;52;98;46;23;3;4
55234;Amara;East Gojam;ENARJ ENAWGA;Debre work;10-39-00-N;38-10-00-E;9;56;99;43;21;3;4
55239;Amara;East Gojam;ENEMAY;7km. from bichena market;10-27-00-N;38-12-00-E;5;43;104;61;32;2;3
55246;Oromiya;North Shewa;WARA JARSO;Filkilik, 30km. Dejen to Addis abeba;10-03-00-N;38-14-00-E;7;53;99;46;24;3;4
55261;Oromiya;East Welega;LIMU;4km. Gelila to ayana;09-51-00-N;36-30-00-E;7;61;101;40;39;5;2
55262;Oromiya;East Welega;LIMU;4km. Gelila to ayana;09-51-00-N;36-30-00-E;8;47;95;48;18;3;3
55263;Oromiya;East Welega;GUDURU;25km. S.E. of shambu to finchawa;09-26-00-N;37-07-00-E;7;45;95;50;23;2;5
55264;Oromiya;North Shewa;WARA JARSO;Borso, near goha tsiyon;10-00-00-N;38-15-00-E;5;57;98;41;23;2;2
55265;Oromiya;North Shewa;WARA JARSO;Zoma amba near abay;10-02-00-N;38-15-00-E;7;48;95;47;40;3;2
55266;Oromiya;North Shewa;WARA JARSO;Zoma amba near abay;10-02-00-N;38-15-00-E;5;54;99;45;38;3;4
55268;Amara;East Gojam;DEJEN;4km. Dejen to mota;10-11-00-N;38-08-00-E;5;46;95;49;24;2;4
55269;Amara;East Gojam;DEJEN;4km. Dejen to mota;10-11-00-N;38-08-00-E;7;49;96;47;37;5;2
55270;Amara;East Gojam;DEJEN;Shoshongo 6km. from the junction to mota;10-16-00-N;38-08-00-E;7;43;95;52;23;2;3
55271;Amara;East Gojam;DEJEN;Shoshongo 6km. from the junction to mota;10-16-00-N;38-08-00-E;8;50;96;46;39;2;3
55272;Amara;East Gojam;SHEBEL BERENTA;21km. from the junction to mota;10-20-00-N;38-09-00-E;5;51;99;48;36;3;4
55273;Amara;East Gojam;SHEBEL BERENTA;21km. from the junction to mota;10-20-00-N;38-09-00-E;7;51;98;47;33;3;4
55275;Amara;East Gojam;SHEBEL BERENTA;21km. from the junction to mota;10-20-00-N;38-09-00-E;7;48;99;51;20;3;4
55276;Amara;East Gojam;ENEMAY;Bichena;10-27-00-N;38-12-00-E;5;43;95;52;23;3;4
55277;Amara;East Gojam;ENARJ ENAWGA;3km. Debre work to mota;10-35-00-N;38-10-00-E;7;51;96;45;24;3;4
55278;Amara;East Gojam;ENBISE SAR MIDIR;23km. Debre work to mota;10-43-00-N;38-06-00-E;5;51;96;45;23;3;3
55279;Amara;East Gojam;HULET EJ ENESE;Dimet Gede 70km. Debre work to mota;10-57-00-N;38-03-00-E;7;48;95;47;39;3;4
55280;Amara;East Gojam;HULET EJ ENESE;2km. mota to Bahir dar;11-03-00-N;37-51-00-E;7;47;98;51;21;3;4
55286;Amara;West Gojam;ADET;45km. Mota to bahir dar;11-10-00-N;37-35-00-E;7;46;99;53;46;3;3
55287;Amara;West Gojam;ADET;53km. Mota to bahir dar;11-13-00-N;37-35-00-E;7;45;94;49;25;3;3
55289;Amara;West Gojam;ADET;10km. Adet to Bahir dar;11-19-00-N;37-29-00-E;7;45;88;43;42;3;4
55290;Amara;West Gojam;ADET;16km. Adet to Bahir dar;11-21-00-N;37-29-00-E;7;44;89;45;40;3;2
55291;Amara;West Gojam;ADET;35km. Mota to Bahir dar;11-25-00-N;37-23-00-E;7;46;97;51;25;3;4
55298;Amara;South Gondar;FOGERA;28km. woreta to gonder;12-23-00-N;37-32-00-E;7;45;97;52;40;3;4
55306;Amara;North Gondar;GONDAR ZURIA;16km. Gonder to Humera;12-44-00-N;37-25-00-E;7;51;97;46;21;2;2
55307;Amara;North Gondar;GONDAR ZURIA;8km. Gonder to Humera;12-42-00-N;37-27-00-E;7;44;95;51;27;3;2
55308;Amara;North Gondar;DABAT;75km. Gonder to Asmera;12-59-00-N;37-46-00-E;7;48;94;46;46;2;2
55309;Amara;North Gondar;DABAT;3km. Dabat to gonder;12-48-00-N;37-45-00-E;7;44;95;51;37;3;4
55310;Amara;North Gondar;DABAT;12km. Dabat to gonder;12-53-00-N;37-44-00-E;5;43;95;52;25;2;2
55311;Amara;North Gondar;GONDAR ZURIA;13km. gonder to Asmera;12-40-00-N;37-29-00-E;5;52;97;45;29;2;3
55322;Amara;South Gondar;KEMEKEM;9km. Adis zemen to Ibnat;12-07-00-N;37-52-00-E;5;55;99;44;25;3;3
55334;Amara;Awi Agew;DANGELA;14km. Dangla to Addis abeba;11-07-00-N;36-54-00-E;7;49;98;49;36;3;2
55336;Amara;Awi Agew;BANJA;58km. Dangla to Addis abeba;10-56-00-N;36-52-00-E;7;54;114;60;33;4;2
55337;Amara;West Gojam;BURE WEMBERMA;85km. Dangla to Addis abeba;10-42-00-N;37-07-00-E;5;49;98;49;23;3;4
55342;Amara;East Gojam;DEJEN;60km. Debre markos to dejen;10-14-00-N;38-07-00-E;7;49;96;47;21;3;4
55343;Amara;East Gojam;DEJEN;60km. Debre markos to dejen;10-14-00-N;38-07-00-E;7;49;96;47;32;4;4
17851;Oromiya;NA;HARO LIMU;Dhona 34 km from Haro on the way to Suqie;09-56-14-N;36-09-58-E;7;57;102;45;30;3;3
212700;Amara;East Gojam;DEBAY TELATGEN;Arjo 67km from Debre Markos junction to Bichena;10-26-00-N;38-10-00-E;8;47;94;47;16;3;NA
207975;Benishangul & Gumuz;Asosa;ASOSA;Buligilu about 15Km NE of Asosa;10-08-00-N;34-22-00-E;8;41;87;46;43;5;5
207976;Oromiya;West Welega;DALE LALO;Harerie Denbel about 80Km SW of Inango on the to Dembidoli;09-21-00-N;35-30-00-E;7;48;97;49;32;3;4
208028;Amara;North Gondar;DEMBIA;Barcha about 7Km West of Kola Diba market place;12-25-00-N;36-53-00-E;6;47;97;50;34;3;4
212480;Amara;North Shewa;SIYADEBRINA WAYU ENS;Lemi 1km away from the town;09-49-00-N;38-53-00-E;6;51;97;46;36;3;4
212484;Amara;North Shewa;LAY BETNA TACH BET;1km From Fetera;10-01-00-N;38-59-00-E;7;43;95;52;28;3;3
212487;Amara;North Shewa;LAY BETNA TACH BET;Kumamba, 10km Alem getenu to Meskel Gunde;10-05-00-N;39-00-00-E;5;48;102;54;40;3;3
212488;Amara;North Shewa;WEREMO WAJETUNA MID;Waso 23kms away from  Alem Ketema on the way to Gunde Meskel;10-14-00-N;39-00-00-E;5;45;94;49;33;3;4
212489;Amara;North Shewa;LAY BETNA TACH BET;Dale dibdibe 5km away from Gunde Meskel to Alem ketema;10-09-00-N;39-45-00-E;5;45;95;50;32;3;3
212490;Amara;North Shewa;LAY BETNA TACH BET;Yedo 32kms away from Meragna on the way to Were Ilu;10-20-00-N;39-13-00-E;5;43;95;52;38;3;3
212590;Amara;South Wolo;DESSIE ZURIA;Hare wobelo about 7km from the junction  to Woreilu;11-07-00-N;39-27-00-E;6;42;86;44;24;3;3
212591;Amara;South Wolo;WERE ILU;Karaba shube about 65km from the junction at Dese to Woreilu;10-53-00-N;39-30-00-E;8;43;93;50;23;2;2
212593;Amara;South Wolo;DEBRESINA;Keto about 10km from Mekane Selam to Akesta;10-45-00-N;38-50-00-E;8;48;97;49;24;2;5
212594;Amara;South Wolo;DEBRESINA;Keto about 10km from Mekane Selam to Akesta;10-45-00-N;38-50-00-E;7;44;94;50;20;2;3
212595;Amara;South Wolo;LEGAMBO;Endras about 26km from Mekane Selam to Akesta;10-48-00-N;39-58-00-E;7;47;94;47;20;3;3
212596;Amara;South Wolo;LEGAMBO;Endras about 26km from Mekane Selam to Akesta;10-48-00-N;39-58-00-E;6;48;94;46;21;3;4
212597;Amara;South Wolo;LEGAMBO;Bishantino 2km from the junction of the main road;10-53-00-N;39-15-00-E;6;45;95;50;46;3;3
212599;Amara;South Wolo;LEGAMBO;Hote 41km from Mekane Selam to Akesta;10-50-00-N;39-07-00-E;5;45;94;49;23;2;2
212600;Amara;South Wolo;TENTA;Girmi about 9km from Tenta to Dese;11-14-00-N;39-15-00-E;6;44;94;50;39;2;1
212601;Amara;South Wolo;TENTA;Gifa 13km from Tenta to Dese;11-10-00-N;39-15-00-E;6;44;95;51;21;2;2
212602;Amara;South Wolo;TENTA;Gifa 13km from Tenta to Dese;11-10-00-N;39-05-00-E;6;45;94;49;46;2;3
212604;Amara;South Wolo;WEREBABU;Bulbulo 4km from Bisitima to Hayke;11-22-00-N;39-44-00-E;8;47;98;51;25;2;5
212607;Amara;South Wolo;TEHULEDERE;Dwelo 12km from Bisitama to Hayke;11-19-00-N;39-41-00-E;5;48;98;50;35;3;5
212608;Amara;South Wolo;KUTABER;Ambo 22km from Dese to Wagel Tena;11-18-00-N;39-33-00-E;8;46;100;54;42;2;2
212609;Amara;South Wolo;KUTABER;Ambo 22km from Dese to Wagel Tena;11-18-00-N;39-33-00-E;8;49;97;48;40;2;3
212610;Amara;South Wolo;AMBASEL;Aba wor 61km from Dese to Wogal tena;11-28-00-N;39-24-00-E;6;43;94;51;26;3;3
212612;Amara;South Wolo;AMBASEL;Geldeba 62km from Dese to Wagel Tena;11-25-00-N;39-25-00-E;6;52;98;46;27;3;5
212613;Amara;South Wolo;AMBASEL;Deferach 69km from Dese to Wagel Tena;11-23-00-N;39-29-00-E;6;44;95;51;35;2;3
212614;Amara;South Wolo;AMBASEL;Deferach 69km from Dese to Wagel Tena;11-23-00-N;39-29-00-E;7;52;98;46;40;2;5
212615;Amara;South Wolo;TEHULEDERE;Debre Tsege about 33km from Dese to Woldya;11-23-00-N;39-40-00-E;7;47;94;47;48;3;3
212696;Amara;East Gojam;AWABEL;Yeneberna 9km from Debre Markos junction to Bichena;10-23-00-N;37-48-00-E;7;43;95;52;27;2;3
212697;Amara;East Gojam;AWABEL;Yedereban Micael 17km from Debre Markos junction to Bichena;10-25-00-N;37-51-00-E;7;47;95;48;37;2;3
212698;Amara;East Gojam;AWABEL;Engatra Hana 32km from Debre Markos junction to Bichena;10-25-00-N;37-57-00-E;5;44;94;50;29;2;3
212699;Amara;East Gojam;DEBAY TELATGEN;Asne Mariam 54km from Debre Markos junction to Bichena;10-26-00-N;38-06-00-N;7;55;98;43;29;3;4
212701;Amara;East Gojam;ENEMAY;Abaro about 3km from Bichena to Bereuta;10-27-00-N;38-13-00-E;7;57;104;47;26;3;5
212702;Amara;East Gojam;ENEMAY;Woker 8km from Bichena to Berenta on the new road;10-16-00-N;38-26-00-E;7;47;97;50;23;3;4
212703;Amara;East Gojam;ENEMAY;Woker 8km from Bichena to Berenta on the new road;10-16-00-N;38-26-00-E;8;54;101;47;37;5;3
212704;Amara;East Gojam;ENEMAY;Woken 8km from Bichena to Berenta on the new road;10-16-00-N;38-26-00-E;6;45;95;50;48;5;4
212705;Amara;East Gojam;ENARJ ENAWGA;Shefera 22km from Bichena to Mota;10-33-00-N;38-10-00-E;6;45;98;53;21;3;4
212706;Amara;East Gojam;ENARJ ENAWGA;Ambalay 43km from Bichena to Mota;10-45-00-N;38-07-00-E;8;44;95;51;24;3;3
212707;Amara;East Gojam;GONCHA SISO ENESE;Gebocha 80km from Bichena to Mota;10-50-00-N;38-04-00-E;8;44;95;51;18;3;3
212708;Amara;North Gondar;WEGERA;Kotarma 42km from Gonder to Debark;12-50-00-N;37-46-00-E;6;49;96;47;25;1;3
212709;Amara;North Gondar;WEGERA;Sero meda 55km from Gonder to Debark;12-54-00-N;37-44-00-E;6;48;95;47;23;2;3
212710;Amara;South Gondar;KEMEKEM;Neber Tifer 6km from Ibnat to Addis Zemen;12-06-00-E;38-02-00-N;5;57;102;45;23;2;4
212713;Amara;South Gondar;KEMEKEM;Beata 2km from Itag toward lake Tana;12-06-00-E;37-38-00-N;7;52;98;46;40;3;2
212714;Amara;South Gondar;KEMEKEM;9km from Itag toward lake Tana;12-05-00-E;37-39-00-N;7;49;100;51;38;3;4
212715;Amara;South Gondar;FOGERA;Amora gedel;11-59-00-E;37-48-00-N;7;44;95;51;21;2;3
212716;Amara;South Gondar;FARTA;Tata 32km from  Woreta - Weldya road to Debre Tabor;11-55-00-E;38-08-50-N;6;48;95;47;24;2;2
212717;Amara;South Gondar;FARTA;Zefil about 2km from Debre Tabor to Nefas Mewcha;11-51-00-E;38-02-00-N;6;49;96;47;18;2;3
212718;Amara;South Gondar;FARTA;Ereb 17km from Debre Tabor to Nefas Mewcha;11-48-00-N;38-08-00-N;6;48;94;46;36;3;3
212719;Amara;South Gondar;LAY GAYINT;Abegesta 6km from the junction point to wogeda;11-43-00-N;38-19-00-E;6;49;102;53;33;3;3
212720;Amara;South Gondar;LAY GAYINT;Zedechit about 9km from the junction point to Wegeda;11-42-00-N;38-18-00-E;6;47;97;50;32;3;3
212834;Oromiya;Bale;MENNANA HERENA BULU;Gomgoma 13kms from mena on the way to Negele;06-15-00-N;39-47-00-E;7;47;95;48;23;3;3
212835;Oromiya;Bale;MENNANA HERENA BULU;Bitata 1km from Mena on the way to Negele;06-24-00-N;39-50-00-E;8;49;97;48;24;3;2
212838;Oromiya;Bale;NENSEBO;Huroberu 69kms from Edo on the way to Nensebo;06-35-00-N;39-13-00-E;7;45;95;50;23;3;4
212919;SNNPR;Hadiya;LIMO;Anbechu & Gode 3km from Hosaina to Fonka;07-33-00-N;37-53-00-E;6;46;100;54;23;2;3
212920;SNNPR;Hadiya;LIMO;Balesa & keber beya 8km from Hosaina to Fonka;07-34-00-N;37-54-00-E;5;43;95;52;40;2;2
212921;SNNPR;Hadiya;LIMO;Fonka Tuka 9km from Hosaina to Fonka;07-35-00-N;37-55-00-E;5;44;94;50;39;3;5
212922;SNNPR;Hadiya;KONTEB;Dmala Dabai bira kebele 19km from Hosaina to Wilo (Lera);07-37-00-N;37-52-00-E;5;43;94;51;21;3;3
212928;SNNPR;Benchi ? Maji;DIRASHE special;Weliedae 8km from Gidole juncture to Gidole;05-38-00-N;37-23-00-E;5;44;95;51;20;2;2
212933;SNNPR;South Omo;GOFA ZURIA;Gurade about 2km from Sawla to Sodo;06-19-00-N;36-54-00-E;8;44;94;50;40;2;4
215192;Amara;South Wolo;TEHULEDERE;Amemo 24 Km away from Dessie to Woldia road;11-18-00-N;39-40-00-E;5;45;94;49;25;3;4
215193;Amara;South Wolo;AMBASEL;Kentaba 43 Km away from Dessie on the way to Woldia;11-26-00-N;39-37-00-E;5;48;97;49;34;3;5
215194;Amara;South Wolo;AMBASEL;Tisabalima 50 Km away from Dessie on the way to wuchalie;11-28-00-N;39-37-00-N;6;45;94;49;21;3;1
215195;Amara;North Wolo;HABRU;Werelalo 28 Km away from wuchalie on the way to merssa;11-37-00-N;39-41-00-E;6;50;99;49;24;3;4
215199;Amara;North Wolo;GUBA LAFTO;Gedober 11 Km away from woldia on the way to Dilb;11-5-00-N;39-31-00-E;6;48;102;54;26;5;2
215671;Amara;South Wolo;WEREBABU;Gubisa Ca 3 Km away from Bistina on the way to Bokeksa;11-20-00-N;39-47-00-E;7;44;94;50;34;3;3
215673;Amara;South Wolo;WEREBABU;Gedero Ca 9 Km away from Bistima on the wat to Bokeksa;11-21-00-N;39-48-00-E;7;49;96;47;20;2;2
215674;Amara;South Wolo;WEREBABU;Doha ca 13 Km away from Bistima on the way to Bokeksa;11-22-00-N;39-51-00-E;7;51;96;45;39;3;2
215676;Amara;South Wolo;WEREBABU;Bulbulo Ca 3 Km away from Bistima on the way to Haik;11-20-00-N;39-45-00-E;7;45;94;49;21;3;3
215677;Amara;South Wolo;WEREBABU;Bulbulo Ca 6Km away from Bistina on the way to Haik;11-19-00-N;39-44-00-E;8;54;96;42;46;3;4
215998;Amara;East Gojam;BASO LIBEN;Yedug Abo Ca 12Km away from Yejube on the way to Hamuait;10-11-00-N;37-45-00-E;5;49;96;47;28;5;3
216002;Amara;East Gojam;MACHAKEL;Debre elias ca 2k.m away from elias on the way to genet;10-18-00-N;37-25-00-E;5;45;95;50;20;2;3
219850;Tigray;Central Tigray;ADWA;Enda Aba Gerima, 12 kms E of Adwa town;14-08-00-N;38-50-00-E;8;51;96;45;40;3;5
219860;Tigray;Central Tigray;LAELAY MAYCHEW;Enda Yesus, 9 kms E of Axum on Adwa Rood;14-08-00-N;38-46-00-E;7;54;96;42;27;3;5
24351;Oromiya;Horo Guduru;JIMMA RARE;Abajida towards north direction 3.5 km from wayoo town;09-15-53-N;37-22-53-E;6;60;101;41;25;3;5
17359;SNNPR;Gurage;SODO;Sutan zuria kebele zetena amisti village 7 km from bui to;08-22-52-N;38-35-51-E;5;43;95;52;23;3;2
219877;Tigray;Western Tigray;TAHTAY KORARO;Adi-Hano, 6 kms N of Inda Silase;14-05-00-N;38-16-00-E;5;50;96;46;36;3;5
219882;Tigray;Central Tigray;NAEDER ADET;Abeba Yohannes, 17 kms S of Axum town;14-09-00-N;38-38-00-E;6;44;97;53;23;3;3
219885;Tigray;Central Tigray;ADWA;Tsegereda, 13 kms E of Adwa;14-07-00-N;38-47-00-E;7;45;94;49;18;2;5
223147;Tigray;East Tigray;SAESI TSAEDAEMBA;Nekal emery;13-00-00-N;39-05-00-E;5;50;96;46;33;2;3
223148;Tigray;East Tigray;SAESI TSAEDAEMBA;200km. On they to Mekelle to the west;13-38-00-N;39-10-00-E;5;47;95;48;32;2;4
223149;Tigray;East Tigray;SAESI TSAEDAEMBA;1km. On the way of Adigrat;13-48-00-N;39-15-00-E;5;51;96;45;23;3;3
223159;Tigray;East Tigray;WUKRO;Dangole;13-41-00-N;39-32-00-E;7;50;96;46;46;2;3
223160;Tigray;East Tigray;GULOMAHDA;2.5 km. On the west side of Asmara road;14-18-00-N;39-18-00-E;8;50;96;46;25;1;2
223161;Tigray;East Tigray;GULOMAHDA;NA;14-22-00-N;39-21-00-E;5;51;96;45;42;2;2
223292;Oromiya;West Harerge;GUBA KORICHA;2km NW of medegda on the way to Dindin;08-40-00-N;40-16-00-E;6;45;95;50;48;3;3
223293;Oromiya;West Harerge;GUBA KORICHA;Lafto goba 6.5 km dindin cheleleka road;08-40-00-N;40-15-00-E;7;50;96;46;23;3;3
225745;SNNPR;South Omo;ARBA MINCH ZURIA;11km, A.Minch to Chencha;06-08-00-N;37-35-00-E;7;48;95;47;38;3;5
225753;SNNPR;South Omo;BONKE;42,km A.Minch to Kemba;05-55-00-N;37-20-00-E;8;48;98;50;24;3;4
225760;SNNPR;South Omo;KUCHA;5km, Selamber to W.Sodo;06-28-00-N;37-30-00-E;7;47;98;51;46;3;3
225766;SNNPR;Gedeo;WENAGO;18km, Y.Chefe to Dilla;06-18-00-N;38-14-00-E;6;48;94;46;35;3;4
225767;SNNPR;Simada;ALETA WENDO;15km, Dilla road to Awassa;06-29-00-N;38-23-00-E;6;45;95;50;20;3;5
225898;Amara;South Wolo;DEBRESINA;Debre Saye 4km, North West of Mekane Selam town;10-46-00-N;38-44-00-E;7;48;95;47;27;3;4
225900;Amara;South Wolo;DEBRESINA;Tewhamila 13km, North West of Mekane Selam town;10-47-00-N;38-39-00-E;8;47;98;51;37;3;3
225905;Amara;South Wolo;KELALA;30km, Mekane Selam to Akesta road;10-42-00-N;38-53-00-E;5;44;95;51;24;3;3
225906;Amara;South Wolo;KELALA;Kalad 24.30km, to Mekane Selam Akesta road;10-37-00-N;38-48-00-E;5;49;97;48;36;3;3
225907;Amara;South Wolo;KELALA;Jelissa 30km, Mekane Selam to Akesta road;10-36-00-N;38-46-00-E;6;51;98;47;23;3;4
225908;Amara;South Wolo;DEBRESINA;Abado 2km, Ca. 0.5km, South of Wegidie town;10-35-00-N;38-46-00-E;7;49;96;47;40;3;4
225909;Amara;South Wolo;DEBRESINA;Kafi 8km, Mekane Selam to Akesta road;10-46-00-N;38-48-00-E;7;48;94;46;38;3;3
225911;Amara;South Wolo;DEBRESINA;Tach Walla 19km, Mekane Selam to Akesta road;10-44-00-N;38-52-00-E;6;50;98;48;36;3;5
225912;Amara;South Wolo;LEGAMBO;Yegodi 26km, Mekane Selam to Akesta road;10-46-00-N;38-53-00-E;7;50;100;50;33;2;3
225913;Amara;South Gondar;FARTA;Addis Alem 19km, Debre Tabor Nefas Mewcha road;11-48-00-N;38-07-00-E;5;46;100;54;40;2;3
225915;Amara;South Gondar;ESTE;7km, Mekane Eyesus Koma road South East of Mekane Eyesus t;11-35-00-N;38-05-00-E;5;48;94;46;35;2;2
225917;Amara;South Gondar;ESTE;Shembekoch 31km, Mekena Eyesus Koma road;11-28-00-N;38-11-00-E;6;45;95;50;40;2;5
225918;Amara;South Gondar;ESTE;Koma town 50km, Mekane Eyesus town;11-22-00-N;38-15-00-E;6;49;100;51;35;3;5
225919;Amara;South Gondar;ESTE;Koma town 50km, Mekane Eyesus town;11-22-00-N;38-15-00-E;7;48;97;49;23;3;5
225920;Amara;South Gondar;ESTE;3km, Mekane Eyesus to Agona road East of town;11-37-00-N;38-06-00-E;7;44;95;51;27;2;3
