Accession;Region;Zone;District;Locality;Lat;Long;Edate;Hdate;Mdate;GfilP;PL;Ptype;SC
24320;Oromiya;Horo Guduru;GUDURU;Baro towords north direction 9 km from baroo town;09-33-20-N;37-29-18-E;7;44;95;51;42;3;2
24321;Oromiya;Horo Guduru;GUDURU;Baro towords north direction 9.8 km from gudruu town;09-29-55-N;37-26-56-E;7;45;94;49;25;2;2
24322;Oromiya;Horo Guduru;GUDURU;Bantun towords west direction 4 km from gudruu town;09-29-58-N;37-26-52-E;7;48;94;46;42;3;5
24323;Oromiya;Horo Guduru;GUDURU;Bantun towords west direction 5 km from gudruu town;09-29-58-N;37-26-36-E;7;50;96;46;42;3;5
24324;Oromiya;Horo Guduru;GUDURU;Guelina sirba towords west direction 7 km from gudruu town;09-29-55-N;37-26-17-E;7;43;95;52;36;3;4
24325;Oromiya;Horo Guduru;GUDURU;Mazorya towords west direction 5 km from gudruu town;09-28-23-N;37-28-24-E;8;45;95;50;42;3;4
24326;Oromiya;Horo Guduru;GUDURU;Mazorya towords west direction 7.5 km from gudruu town;09-28-24-N;37-28-35-E;8;44;94;50;36;2;5
24327;Oromiya;Horo Guduru;GUDURU;Habruu lammi towords north direction 4.5 km from gudruu town;09-27-34-N;37-28-16-E;5;45;94;49;42;3;4
24328;Oromiya;Horo Guduru;GUDURU;Habruu lammi towords north direction 6 km from gudruu town;09-24-49-N;37-25-29-E;8;51;96;45;37;3;4
24329;Oromiya;Horo Guduru;GUDURU;Hamle towords south direction 15 km from gudruu town;09-24-48-N;37-25-30-E;5;50;96;46;42;3;4
24330;Oromiya;Horo Guduru;GUDURU;Hamle towards south direction 10 km from gudru town;09-24-48-N;37-25-30-E;7;47;94;47;42;3;4
24331;Oromiya;Horo Guduru;GUDURU;Hamle towards south direction16.5 km from gudru town;09-25-34-N;37-25-18-E;5;45;94;49;34;3;4
24332;Oromiya;Horo Guduru;GUDURU;Hamle towards south direction 16.8 km from gudru town;09-25-34-N;37-25-35-E;5;45;95;50;42;2;3
24333;Oromiya;Horo Guduru;GUDURU;Hamle towards south direction 16 km from gudru town;09-33-20-N;37-28-18-E;5;44;95;51;40;2;3
24334;Oromiya;Horo Guduru;GUDURU;Baro towards north direction 8 km from gudru town;09-24-40-N;37-25-30-E;7;52;98;46;35;2;4
24335;Oromiya;Horo Guduru;GUDURU;Hamle towards south direction 12 km from gudru town;09-24-40-N;37-25-30-E;5;51;97;46;42;3;4
24336;Oromiya;Horo Guduru;GUDURU;To wards south direction 17.5 km from gudru town;09-24-40-N;37-25-30-E;7;52;96;44;40;3;4
24337;Oromiya;Horo Guduru;GUDURU;Hamle towards south direction 18 km from gudru town;09-24-40-N;37-25-30-E;7;44;94;50;40;2;4
24338;Oromiya;Horo Guduru;GUDURU;Hamle towards south direction 17.5 km from gudru town;09-24-40-N;37-25-30-E;7;52;96;44;35;3;3
24339;Oromiya;Horo Guduru;GUDURU;Hamle towards south west direction  from gudru town;09-24-25-N;37-25-27-E;7;48;93;45;40;3;4
24340;Oromiya;Horo Guduru;GUDURU;Hamle towards south west direction  from gudru town;09-24-25-N;37-25-29-E;7;45;95;50;42;3;3
24341;Oromiya;Horo Guduru;GUDURU;Hamle towards south direction 18 km from gudru town;09-24-24-N;37-25-23-E;5;44;94;50;27;2;4
24342;Oromiya;Horo Guduru;GUDURU;Hamle towards south direction 18.5 km from gudru town;09-24-11-N;37-25-24-E;8;44;95;51;40;3;2
24343;Oromiya;Horo Guduru;GUDURU;as towards south direction 19 km from gudru town;09-23-34-N;37-25-24-E;5;52;96;44;40;3;4
24344;Oromiya;Horo Guduru;GUDURU;Gobate 01 towards south direction 18.5 km from gudru town;09-23-50-N;37-25-16-E;5;48;93;45;37;2;4
24345;Oromiya;Horo Guduru;GUDURU;Minashe towards south west direction 6 km from gudru town;09-27-29-N;37-25-40-E;5;51;96;45;38;3;3
24346;Oromiya;Horo Guduru;GUDURU;Minashe towards south west direction 6 km from gudru town;09-27-29-N;37-25-40-E;5;45;93;48;40;3;3
24347;Oromiya;Horo Guduru;GUDURU;Kobo towards south west direction 5.5 km from gudru town;09-24-46-N;37-25-50-E;5;45;95;50;40;3;4
24348;Oromiya;Horo Guduru;GUDURU;Kobo towards south west direction4.5 km from gudru town;09-27-46-N;37-25-50-E;7;52;96;44;49;3;4
24349;Oromiya;Horo Guduru;GUDURU;Abye towards south west direction 5 km from gudru town;09-27-35-N;37-25-59-E;5;50;96;46;40;3;4
24350;Oromiya;Horo Guduru;JIMMA RARE;Chetu towards north direction 3.5 km from wayoo town;09-15-38-N;37-22-45-E;7;49;96;47;29;2;3
24352;Oromiya;Horo Guduru;JIMMA RARE;Haroo bill towards south west direction 10.5km from wayoo to;09-11-2-N;37-19-25-E;8;48;95;47;25;2;3
24353;Oromiya;Horo Guduru;JIMMA GENETE;Lalise sorgo towards north direction 2.5 km from Horato town;09-24-12-N;37-6-48-E;7;52;96;44;38;3;4
24354;Oromiya;Horo Guduru;JIMMA GENETE;Sorgo towards north direction 3 km from Horato town;09-25-58-N;37-7-3-E;7;52;104;52;41;3;4
24355;Oromiya;Horo Guduru;JIMMA GENETE;Sorgo michael towards north east direction 4 km from Horato;09-24-13-N;37-8-50-E;7;45;95;50;42;3;2
24356;Oromiya;Horo Guduru;JIMMA GENETE;Sorgo michael towards north  direction 3 km from Horato town;09-24-6-N;37-7-54-E;5;50;96;46;23;2;2
24357;Oromiya;Horo Guduru;JIMMA GENETE;Fakare towards south direction 3 km from Horato town;09-21-28-N;37-6-41-E;5;47;98;51;44;3;4
24358;Oromiya;Horo Guduru;JIMMA GENETE;Wara guto towards south t direction 5 km from Horato town;09-21-31-N;37-7-13-E;5;45;94;49;42;3;3
24359;Oromiya;Horo Guduru;JIMMA GENETE;Wara guto towards south t direction 5 km from Horato town;09-21-24-N;37-7-18-E;7;47;94;47;38;3;4
24360;Oromiya;Horo Guduru;JIMMA GENETE;Bashe towards south direction 6.5 km from Horato town;09-21-7-N;37-7-3-E;5;45;94;49;42;3;3
24361;Oromiya;Horo Guduru;JIMMA GENETE;Sorgo towards south direction 2.5 km from Horato town;09-23-57-N;37-7-3-E;7;54;101;47;42;3;4
24562;Amara;East Gojam;ENEMAY;yeamano 30 km away from Bechena town on the way to segno;10-38-25-N;38-05-08-E;5;45;94;49;21;2;3
24563;Amara;East Gojam;ENEMAY;yeamano 30 km away from Bechena town to wasds north west on;10-38-23-N;38-05-01-E;8;56;105;49;42;3;4
24564;Amara;East Gojam;ENEMAY;Gedam 30 km away from Bechena town to wasds north east on;10-34-05-N;38-13-14-E;5;56;104;48;29;3;4
24565;Amara;East Gojam;ENARJ ENAWGA;Bechena 9 km north west on debrework on the way to gende;10-43-09-N;38-08-11-E;7;52;99;47;24;2;4
24566;Amara;East Gojam;ENARJ ENAWGA;Minch 6 km north west of D/work on the way to gende;10-42-25-N;38-09-51-E;7;56;99;43;42;3;4
24567;Amara;East Gojam;ENARJ ENAWGA;Zhe 5 km east of D/work on the way to gedeb;10-37-23-N;38-11-01-E;7;51;96;45;18;2;3
24568;Amara;East Gojam;ENARJ ENAWGA;Zhe 5 km east of D/work on the way to gedeb;10-37-28-N;38-11-02-E;7;49;98;49;30;3;4
24569;Amara;East Gojam;ENARJ ENAWGA;Zhe 5 km east of D/work on the way to gedeb;10-37-16-N;38-11-24-E;5;47;98;51;24;5;2
24570;Amara;East Gojam;ENARJ ENAWGA;Zigba 19 km north west of D/work on the way to gindewoin;10-44-44-N;38-05-20-E;7;50;99;49;20;3;4
24571;Amara;East Gojam;ENARJ ENAWGA;Zigba 19 km north west of D/work on the way to gindewoin;10-44-32-N;38-05-13-E;7;49;96;47;20;3;2
24572;Amara;East Gojam;ENARJ ENAWGA;Safekda 5 km west east of D/work on the way to metaya town;10-44-05-N;38-11-09-E;5;48;100;52;42;3;4
24573;Amara;East Gojam;ENARJ ENAWGA;Safekda 5 km east of D/work on the way to metaya town;10-41-06-N;38-11-04-E;7;49;96;47;42;3;4
24574;Amara;East Gojam;ENARJ ENAWGA;Safekda 5 km east of D/work on the way to metaya town;10-41-05-N;38-11-03-E;5;43;94;51;23;2;4
24575;Amara;East Gojam;ENARJ ENAWGA;Borebor 21 km east of D/work  town;10-36-23-N;38-18-58-E;9;52;102;50;42;3;4
24576;Amara;East Gojam;ENARJ ENAWGA;Borebor 21 km east of D/work  town;10-36-28-N;38-18-56-E;9;57;100;43;42;3;4
24577;Amara;East Gojam;ENARJ ENAWGA;Borebor 21 km east of D/work  town;10-36-23-N;38-18-58-E;5;51;96;45;42;3;3
24578;Amara;East Gojam;ENARJ ENAWGA;Agamna 18 km east of D/work on the way to Gedeb gebaya;10-36-32-N;38-17-34-E;5;48;98;50;42;3;4
24579;Amara;East Gojam;ENARJ ENAWGA;Agamna 18 km east of D/work on the way to Gedeb gebaya;10-36-32-N;38-17-34-E;7;52;97;45;40;2;3
24580;Amara;East Gojam;ENARJ ENAWGA;Sekela 8 km west of ginde woin on the way to mota town;10-57-57-N;38-02-20-E;8;48;97;49;38;2;4
24581;Amara;East Gojam;GONCHA SISO ENESE;Sekela 8.5  km west of giudecoin on the way to mota town;10-57-45-N;38-02-02-E;5;49;97;48;42;3;4
24582;Amara;East Gojam;GONCHA SISO ENESE;Sekela 8.5  km west of giudecoin on the way to mota town;10-57-45-N;38-02-02-E;7;49;97;48;42;3;4
24583;Amara;East Gojam;GONCHA SISO ENESE;Done 6 km west of giudecoin on the way to mota town;10-57-11-N;38-01-46-E;7;46;97;51;42;3;3
24584;Amara;East Gojam;GONCHA SISO ENESE;Tengodgod 6 km west of giudewoin on the way to mota town;10-57-29-N;38-02-46-E;5;51;97;46;42;3;4
24586;Amara;East Gojam;GONCHA SISO ENESE;Yekuch 9 km away north of giudecoin town;10-59-26-N;38-05-13-E;5;50;97;47;20;3;4
24587;Amara;East Gojam;GONCHA SISO ENESE;Yekuch 9 km away north of giudecoin town;10-59-22-N;38-05-20-E;7;50;97;47;42;3;4
24588;Amara;East Gojam;GONCHA SISO ENESE;Yekuch 9 km away north of giudecoin town;10-59-22-N;38-05-20-E;5;50;97;47;42;3;4
24589;Amara;East Gojam;GONCHA SISO ENESE;Yekuch 9 km away north of giudecoin town;10-59-30-N;38-05-14-E;8;44;94;50;36;2;3
24590;Amara;East Gojam;GONCHA SISO ENESE;Muartegne 10 km north of giudecoin town;10-59-36-N;38-06-01-E;5;44;98;54;42;3;4
24591;Amara;East Gojam;GONCHA SISO ENESE;Muartegne 10 km north of giudecoin town;10-59-43-N;38-06-02-E;8;52;98;46;18;3;4
24592;Amara;East Gojam;GONCHA SISO ENESE;Wudmo 2 km  north of giudecoin town;10-56-10-N;38-04-41-E;5;51;98;47;42;3;4
24593;Amara;East Gojam;GONCHA SISO ENESE;Foto gash enka 19 km east of giudecoin town;10-55-27-N;38-11-48-E;5;50;98;48;42;3;4
24594;Amara;East Gojam;GONCHA SISO ENESE;Foto gash enka 19 km east of giudecoin town;10-55-17-N;38-11-49-E;5;44;94;50;33;2;3
24595;Amara;East Gojam;GONCHA SISO ENESE;Gebresos 19km east of giudecoin town on the way to merto le;10-54-59-N;38-12-13-E;5;45;95;50;19;2;2
24596;Amara;East Gojam;GONCHA SISO ENESE;Gebresos 19km east of giudecoin town on the way to merto le;10-54-59-N;38-12-7-E;9;48;94;46;42;3;3
24597;Amara;East Gojam;HULET EJ ENESE;Muger 7 km S.west of mota town on the way to bahir dar;11-02-38-N;37-50-14-E;5;50;98;48;42;3;4
24598;Amara;East Gojam;HULET EJ ENESE;Muger 7.5 km S.west of mota town on the way to bahir dar;11-02-47-N;37-50-03-E;7;52;100;48;42;3;4
24599;Amara;East Gojam;HULET EJ ENESE;Telsses No1 4km S.west of mota town on the way to bahir dar;11-04-01-N;37-51-36-E;5;49;100;51;42;3;4
24600;Amara;East Gojam;HULET EJ ENESE;Meklit 3 km away west of mota town;11-05-45-N;37-52-28-E;7;49;98;49;42;3;4
24601;Amara;East Gojam;HULET EJ ENESE;Kesatie 32 km east of mota town on the way to sereke berhan;10-52-52-N;37-48-47-E;7;49;100;51;42;3;4
24602;Amara;East Gojam;HULET EJ ENESE;Addis alem 15 km east of mota town;10-59-22-N;37-51-33-E;7;50;100;50;42;3;4
24603;Amara;East Gojam;ENBISE SAR MIDIR;Debtye 11km east of merto lemarlam on the way to mekane sel;10-51-30-N;38-20-33-E;7;57;101;44;42;3;3
24604;Amara;East Gojam;ENBISE SAR MIDIR;Debtye 11km east of merto lemarlam on the way to mekane sel;10-51-30-N;38-20-33-E;7;57;98;41;42;3;4
24605;Amara;East Gojam;ENBISE SAR MIDIR;Akrmait N.1 20km S.east of merto lemarlam on the way to meka;10-47-23-N;38-24-47-E;7;55;101;46;42;3;4
24606;Amara;East Gojam;ENBISE SAR MIDIR;Leka 13km S.east of merto lemarlam on the way to mekane sela;10-49-21-N;38-21-56-E;7;56;100;44;42;3;4
24607;Amara;East Gojam;ENBISE SAR MIDIR;Leka 13km S.east of merto lemarlam on the way to mekane sel;10-49-20-N;38-21-57-E;7;54;98;44;42;3;5
24608;Amara;East Gojam;ENBISE SAR MIDIR;Gafat 13km S.east of merto lemarlam on the way to mekane sel;10-49-37-N;38-22-05-E;7;51;98;47;40;3;3
24609;Amara;East Gojam;ENEMAY;Yetemb 5km far from bechena town to words west on the away;10-29-29-N;38-08-41-E;5;44;94;50;16;2;3
26173;Tigray;East Tigray;Maheberhiwet;elegshwa about 9kms north of wokro town toward Adigrat towar;13-51-16-N;39-36-00-E;7;45;95;50;35;2;3
26174;Tigray;East Tigray;Atsibi wemberate;Haikmeshal about 18 kms north of Atsibi wemberate Atsibi;13-45-08-N;39-43-34-E;5;45;95;50;18;1;3
26175;Tigray;East Tigray;Atibiweberta;Godma about 10 kms East of Hakimesal town toward;13-46-19-N;38-45-23-E;7;52;96;44;28;2;3
26176;Tigray;East Tigray;Saesie TsedaEmbe;Endapetros about 10 kms easter of sinkata town towards wukor;13-57-15-N;39-36-24-E;5;49;98;49;39;3;3
26177;Tigray;East Tigray;Hawzen;Megab about 9kms south west of Hawezen town toward Abiadi;13-55-35-N;39-22-40-E;7;46;98;52;25;2;3
26178;Tigray;East Tigray;Hawzen;Megab about 9kms south west of Hawzen town towards Abiadi;13-55-31-N;39-22-52-E;8;57;101;44;40;3;4
26179;Tigray;East Tigray;Ganta Afeshum;Beati about 6 kms north of Adigrat town toward Zalambesa;14-19-14-N;39-26-56-E;7;54;97;43;20;1;2
26180;Tigray;East Tigray;Ganta Afaerhom;simerte about 2kms Northern west of Bizet town towards;14-17-10-N;39-16-58-E;5;44;94;50;36;2;2
26181;Tigray;Central Tigray;Ahafrom;Hinfole about 14 kms Norther of Enticho town toward Edaga;14-13-43-N;39-10-40-E;7;48;99;51;40;3;2
26182;Tigray;Central Tigray;Ahfrom;Hinifo about 14 kms north of entich toward towards;14-13-44-E;39-10-40-E;5;52;99;47;47;3;5
26183;Tigray;Central Tigray;Ahforom;May limham about 15 kms East of Enitcho town toward;14-18-50-N;39-12-35-E;7;44;95;51;37;3;5
26184;Tigray;Central Tigray;Ahfrom;Mayliham about 15 kms East of Enticho towne;14-19-25-N;39-13-33-E;8;43;95;52;40;3;3
26186;Tigray;Central Tigray;Ahafrom;May equli about 7.5 kms west of Enticho town towards Adwa;14-16-11-N;39-05-50-E;5;56;101;45;43;3;5
26187;Tigray;Central Tigray;Adwa;Yaha town about 5km north of Enticho Adwa road;14-17-14-N;39-01-13-E;7;48;95;47;39;3;4
26188;Tigray;Central Tigray;Lalaye maychow;semeret about 3.5 kms south east of Axum town toward mebbere;14-06-39-N;38-45-32-E;7;45;95;50;40;3;3
26189;Tigray;Lalay Maychow;NA;semaet about 3.5 kms south east of Axum town toward mabber d;14-06-46-N;38-45-45-E;5;55;99;44;41;3;4
26190;Tigray;Central Tigray;Thatay Maychow;Hambera about 12 kms south of wokero maryam town;14-04-26-N;38-33-34-E;5;51;101;50;34;3;4
26191;Tigray;Central Tigray;Tahatay Mychew;Hambra about 11 kms south west of wokro marya town;14-05-12-N;38-33-37-E;5;57;101;44;50;3;4
26192;Tigray;Central Tigray;Naeder Adit;Adiblie about 10 kms west of semema town;13-54-55-N;38-36-26-E;5;49;94;45;42;3;3
26193;Tigray;Central Tigray;Nader Adet;kahasa about 13 kms south of semema town;13-46-08-N;38-37-44-E;7;51;97;46;30;3;3
26194;Tigray;Central Tigray;Naedier adiet;Kahisha about 14 kms south of semea town;13-46-08-N;38-37-44-E;5;51;97;46;28;2;4
26196;Tigray;Central Tigray;Medebay zana;kisad about 9kms south west of selekelka town toward zana to;14-00-48-N;38-25-58-E;7;48;94;46;39;3;3
26197;Tigray;Central Tigray;Medebay zana;kisad about 9kms south west of selekelka town toward zan tow;14-00-48-N;38-25-58-E;5;51;96;45;42;3;3
26198;Tigray;North Western;Tahatay keraro;Selama about 18 kms North of sire town;14-11-50-N;38-20-18-E;5;44;97;53;42;3;3
26199;Tigray;North Western;Semema;selam about 18 kms North of shile town;14-11-51-N;38-20-18-E;7;51;101;50;40;3;4
26200;Tigray;North Western;Tahatay keraro;kumel about 10 kms north of shire town;14-09-30-N;38-18-34-E;5;50;100;50;35;3;2
26201;Tigray;Central Tigray;Adwa;Betyohans about 6kms west of Adwa;14-08-46-N;38-50-52-E;8;48;98;50;30;3;3
26202;Tigray;Central Tigray;Adwa;Betyohanse about 7kms west of Adwa toward;14-09-16-N;38-50-44-E;7;44;95;51;42;3;3
26203;Tigray;Central Tigray;merebeleke;Adigres about 16kms south of rama town;14-20-18-N;38-48-30-E;7;42;83;41;20;2;2
26204;Tigray;Central Tigray;NA;Adigeresja about 6km south of Rama town;14-20-12-N;38-48-30-E;7;45;99;54;36;3;4
26205;Tigray;Central Tigray;merebelke;ADISIRA ABOUT 25 KM SOUTH EAST OF Rama town toward adwa;14-16-57-N;38-50-12-E;7;57;99;42;36;2;4
26206;Tigray;Central Tigray;Adwa;debri about 25 kms east of Adwa town;14-07-33-N;39-00-16-E;7;56;101;45;20;3;4
26207;Tigray;Central Tigray;Adwa;Debri about 25 kms East of Adwa town;14-07-34-N;39-00-15-E;7;45;95;50;28;3;3
26208;Tigray;Central Tigray;Adwa;Freselam about 29 kms East of adwa town;14-08-20-N;39-01-40-E;7;45;95;50;20;2;2
26209;Tigray;Central Tigray;Adwa;may weyni about 26 kms south west of Adwa town toward Temben;13-47-06-N;38-49-14-E;7;45;94;49;20;2;3
26210;Tigray;Central Tigray;Adwa;May wyni  about 26 kms south west adwa town towards Temben;13-47-06-N;38-49-14-E;5;47;98;51;24;3;4
26211;Tigray;Central Tigray;Adwa;May weyni about 26 km south west of Adwa town towards Temben;13-47-06-N;38-49-14-E;7;45;95;50;23;3;4
26212;Tigray;Central Tigray;Dinglet temben;Dinglets about 2km south of hagere selam town;13-37-49-N;39-10-38-E;7;45;95;50;40;3;3
26213;Tigray;South  Eastern;Mikael abya;megeste about 6kms south east hagereselam town;13-36-45-N;39-11-57-E;7;48;104;56;33;2;4
26214;Tigray;South  Eastern;Dega temben;Megesta about 6.5kms south east of Hagerselam town;13-36-44-N;39-12-06-E;7;45;94;49;25;2;3
26215;Tigray;Central Tigray;Tankua Abergela;Akalazba about 28km west of Hagerecelam town toward Temben;13-32-45-N;39-03-56-E;7;44;94;50;32;3;3
26216;Tigray;Central Tigray;Tenkua abergela;Akalazeba about 28 kms tward abyadi town twrd abyiadi;13-33-27-N;39-05-17-E;7;45;94;49;23;3;4
26217;Tigray;South  Eastern;Hmtela wasirat;Abit about .5 kms sout east of hiwans town;13-05-27-N;39-29-50-E;7;45;94;49;26;2;4
26218;Tigray;Central Tigray;Hintal wejirta;Abiyato about .5 kms south east of jiwan town toward belmara;13-05-28-N;39-29-49-E;7;45;94;49;24;3;3
26219;Tigray;South  Eastern;Alaja;wgellen about 5 kms North of Adidhu town toward Alaga mounta;12-57-41-N;39-31-32-E;7;57;100;43;24;2;4
26220;Tigray;South  Eastern;Alaje;weguem about 5 kms North of Adisu town toward Alaje mounten;12-57-42-N;39-31-32-E;7;44;94;50;23;2;2
26222;Tigray;South  Eastern;Raya Zebo;Tsiga about 5 kms south west of moheny town;12-50-16-N;39-37-32-E;7;51;98;47;39;2;4
26329;Amara;East Gojam;Gozamene;gobat ammao Toward north diraction 15 km from Deberemarekos;10-24-51-N;37-49-48-E;8;49;96;47;21;3;5
26330;Amara;East Gojam;Gozamen;Mekalya yaguldba towards north dirction 14kms from Deberekos;10-24-28-N;37-49-31-E;7;48;94;46;46;3;2
26331;Amara;East Gojam;Gozamen;Kosahamn gadab toward west dirction 30 km from Dabermarkos;10-15-00-N;37-32-26-E;7;57;99;42;25;3;4
26332;Amara;East Gojam;Gozamen;Koshem toward west dirction 32 km from Dabrmarkos town;10-14-49-N;37-32-25-E;5;45;95;50;25;2;3
26333;Amara;East Gojam;Gozamen;salamalit toward west dirction 13.5km from Deberemarkos;10-19-29-N;37-37-35-E;5;44;95;51;19;2;2
26334;Amara;East Gojam;Gozamen;salamawit towards west diraction 14km from Deberamarkos;10-17-29-N;37-32-26-E;5;44;95;51;42;3;3
26336;Amara;East Gojam;Anadada;filkit toward north west dirction 5.3 km from Amber town;10-16-59-N;37-48-23-E;5;44;94;50;40;1;4
26337;Amara;East Gojam;Andada;01 sefer toward east dirction 5kms from Amber town;10-14-11-N;37-53-12-E;5;50;99;49;35;3;4
26338;Amara;East Gojam;ANDADEL;Shamo toward south dirction 40kms from Amber town;10-31-53-N;37-53-49-E;5;49;101;52;26;3;4
26339;Amara;East Gojam;Andada;mahal Amba Toward South diraction on 42 kms from Amber town;10-03-53-N;37-53-49-E;7;49;98;49;29;4;4
26340;Amara;East Gojam;Anadad;mawelal toward south dirction 16.5 km from Amber town;10-09-41-N;37-53-42-E;8;48;98;50;25;4;4
26341;Amara;East Gojam;Machakel;Gurum toward east dirction of 27.5kms from Amamal Town;10-25-59-N;37-22-40-E;5;44;95;51;18;2;3
26342;Amara;East Gojam;Markam;Grum Toward east dirction 28 kms from Amanual Town;10-25-10-N;37-22-41-E;7;45;84;39;26;5;4
26343;Amara;East Gojam;machekele;Garm towards east diraction 27 km from Amanuale town;10-25-17-N;37-22-11-E;7;45;94;49;34;2;2
26344;Amara;East Gojam;machakel;kalakal towarades east direction 26 kms from Amanual town;10-25-18-N;37-22-12-E;7;50;96;46;28;1;2
26345;Amara;East Gojam;machakel;Chewaya yawya towards east diraction 21 km from Amanual town;10-26-25-N;37-24-46-E;7;45;84;39;27;5;4
26346;Amara;East Gojam;macbakal;chewaya Yebuya towards east direction 24km from Amanuel town;10-26-25-N;37-24-46-E;5;45;95;50;27;2;2
26347;Amara;East Gojam;machakel;uala addis amba towards east direction 19km from Amanuel;10-27-56-N;37-25-57-E;8;51;96;45;18;3;2
26348;Amara;East Gojam;machakel;addis amba illala towards east direction 19km from amanuel t;10-27-56-N;37-25-57-E;7;49;96;47;29;2;2
26349;Amara;East Gojam;machakel;wattabet towards north dirextion 7km from Amanuel town;10-29-16-N;37-35-42-E;7;45;84;39;23;3;4
26350;Amara;East Gojam;machakal;zebababa towards ewst direction 7km from amanuel;10-29-17-N;37-31-51-E;7;45;93;48;32;2;3
26351;Amara;East Gojam;machakal;Yaw bash towards north direction 10km from amanuel town;10-31-22-N;37-31-21-E;8;57;113;56;21;4;4
26352;Amara;East Gojam;machakal;Yaw bash towards north direction 11km from Amanuel town;10-31-29-N;37-31-16-E;5;59;113;54;24;4;4
26353;Amara;East Gojam;machakel;Yawbash towards north direction 11.5km from Amanuel town;10-21-29-N;37-31-17-E;5;60;113;53;26;4;4
26354;Amara;East Gojam;sehah;lal wanz towards west direction 9km fron Rob gebeya town;10-31-15-N;37-41-37-E;8;45;95;50;39;5;3
26355;Amara;East Gojam;seham;towards west direction 9km from rob gabeya town;10-31-25-N;37-41-59-E;5;45;95;50;36;2;4
26356;Amara;East Gojam;sehaha;chiraro towards west direction 7km rob gabeya town;10-32-11-N;37-42-40-E;5;45;95;50;36;2;4
26357;Amara;East Gojam;DabrwElyas;Zagab towards east direction 11.5km from dabre elyas town;10-02-36-N;37-22-20-E;7;52;96;44;29;3;4
26358;Amara;East Gojam;Yagadal;zagab towards east direction 12km from elyas town;10-02-38-N;37-22-15-E;7;45;95;50;20;2;4
26359;Amara;East Gojam;Zagab;towards west direction 12.5km from Daba Elyas town;10-23-16-N;37-22-13-E;5;45;95;50;28;3;3
17355;SNNPR;Gurage;SODO;Fato kebele Iido gebrel  village 16 km from bui to aymelel;08-21-58-N;38-29-25-E;7;44;95;51;24;2;3
26360;Amara;East Gojam;dabre Elyas;Atkaram towards east direction 4km from debre Elyas town;10-18-44-N;37-29-29-E;7;45;95;50;23;2;4
26361;Amara;East Gojam;debre Elyas;zago towards south direction 14km from debre Elyas town;10-12-08-N;37-28-39-E;9;56;100;44;25;2;4
26362;Amara;East Gojam;debre Elyas;zako towards direction 14km from debre elyas town;10-12-03-N;37-28-39-E;9;45;94;49;23;3;4
26363;Amara;East Gojam;Debre Elyas;Enatet toeard south direction 13.5km from debre elyas town;10-11-50-N;37-28-37-E;5;56;99;43;21;3;4
26364;Amara;East Gojam;dabre Elyas;ytam tej towards southwest direction 13kfrom dabreElyas town;10-13-36-N;37-29-05-E;7;47;94;47;24;3;3
26365;Amara;East Gojam;dabre Elyas;goshuka towards south direction 5.1km from from dabre Elyas;10-16-28-N;37-26-24-E;7;44;94;50;18;3;2
26366;Amara;East Gojam;dabraetdatgeh;sakuit towards north direction 14km from Quai town;10-36-16-N;37-56-07-E;7;44;94;50;40;2;2
26367;Amara;East Gojam;dabretatgen;madawaya towards north direction 14km from quai town;10-33-08-N;37-57-53-E;8;49;101;52;23;2;4
26368;Amara;East Gojam;dabre hatgen;warma towards north dierction 13km from Quai town;10-33-08-N;37-57-53-E;7;42;90;48;33;2;4
26369;Amara;East Gojam;dabietlagen;kalaqal towards north direction 2.5 from Quai town;10-31-25-N;37-59-11-E;7;52;99;47;32;2;4
26370;Amara;East Gojam;Dabiehatgen;Egzaberab towards south east 4 km from kyue town;10-29-18-N;37-02-06-E;5;52;99;47;40;3;4
26371;Amara;East Gojam;Dahihatgen;Denjitir towards south direction 1km from kuye toen;10-28-32-N;37-04-16-E;5;44;88;44;23;2;4
26372;Amara;East Gojam;Dablefilatgen;qaes qrar towards south direction 14km from kyue town;10-27-20-N;37-05-30-E;5;45;95;50;24;2;4
26373;Amara;East Gojam;Jarame;kase grar towards south direction 14km from kyue town;10-27-30-N;37-05-30-E;5;41;86;45;23;2;4
26375;Amara;East Gojam;Arajo kkulqual;Arajo towards south direction 18km from kayue town;10-25-26-N;38-07-32-E;5;48;94;46;21;2;2
26376;Amara;East Gojam;Babo tihan;Yakusho towards east direction 14km from yajube town;10-04-44-N;37-49-54-E;5;48;94;46;46;2;3
26377;Amara;East Gojam;Basoliban;gennet towards east direction 17km from yajube town;10-04-23-N;37-50-13-E;7;48;94;46;25;2;2
26378;Amara;East Gojam;Baso liban;Yakusho towards east direction 14km from yajube town;10-04-44-N;37-49-54-E;7;49;96;47;23;4;4
26379;Amara;East Gojam;basol iban;Addis amba towards east direction 14km from Yajube town;10-06-47-N;37-48-32-E;8;45;93;48;42;2;5
26380;Amara;East Gojam;yalemelem;Waja Towarde west diraction from yajebu town;10-09-48-N;37-42-36-E;5;55;97;42;38;3;2
26383;Amara;East Gojam;Baso Liban;Kata fatamTowarde yajebu town;10-09-45-N;37-44-16-E;7;52;98;46;40;2;4
26384;Amara;East Gojam;beyu goba;Digthm Towards east dirction  12 km from;10-56-32-N;37-44-47-E;7;54;99;45;35;2;4
55008;Amara;North Gondar;ALEFA;Kurabas 26km. delgi to dengelber;12-07-00-N;36-36-00-E;5;55;101;46;36;4;4
